Process Loan Interest Accrual,ประมวลผลดอกเบี้ยค้างรับสินเชื่อ,
Process Loan Restructure Limit,ดำเนินการปรับโครงสร้างวงเงินสินเชื่อ,
Process Loan Security Shortfall,ความล้มเหลวของความปลอดภัยสินเชื่อกระบวนการ,
Process Payroll Accounting Entry based on Employee,บันทึกบัญชีเงินเดือนตามพนักงาน,
Product Code,รหัสสินค้า,
Product Name,ชื่อสินค้า,
Proposed Pledge,จำนำเสนอ,
Proposed Pledges,คำมั่นสัญญาที่เสนอ,
Provision Rate,อัตราสำรอง,
Quantity,จำนวน,
Quarterly,รายไตรมาส,
Rate Of Interest,อัตราดอกเบี้ย,
Rate of Interest,อัตราดอกเบี้ย,
Rate of Interest (%) / Year,อัตราดอกเบี้ย (%) / ปี,
Rate of Interest (%) Yearly,อัตราดอกเบี้ย (%) ประจำปี,
Ratio,อัตราส่วน,
Reason,เหตุผล,
Reason For Freezing,เหตุผลในการอายัด / ระงับบัญชี,
Reason for Restructure,เหตุผลในการปรับโครงสร้าง,
Receivable Account,ลูกหนี้การค้า,
Reference Date,วันที่อ้างอิง,
Reference Document Type,เอกสารประเภท,
Reference Name,ชื่ออ้างอิง,
Reference No,เลขอ้างอิง,
Reference Number,เลขที่อ้างอิง,
References,อ้างอิง,
Refund,คืนเงิน,
Refund Account,บัญชีคืนเงิน,
Refund Amount,จำนวนเงินคืน,
Refund Date,วันที่คืนเงิน,
Refund Details,รายละเอียดการคืนเงิน,
Refund amount,จำนวนเงินคืน,
Regular,ปกติ,
Rejected,ไม่อนุมัติ,
Release Requested,ร้องขอการปล่อยตัว,
Release Time,เวลาปล่อย,
Released,ปล่อยแล้ว,
Reload,โหลด,
Remaining Debtor Report,,
Remarks,หมายเหตุ,
Repay Fixed Amount per Period,ชำระคืนจำนวนคงที่ต่อปีระยะเวลา,
Repay From Salary,ชำระคืนจากเงินเดือน,
Repay Over Number of Periods,ชำระคืนกว่าจำนวนงวด,
Repayment,การชำระคืน,
Repayment Account,บัญชี เริ่งระบร,
Repayment Date On,วันที่ชำระคืน ณ,
Repayment Details,รายละเอียดการชำระคืน,
Repayment Frequency,ความถี่ในการชำระคืน,
Repayment Info,ข้อมูลการชำระหนี้,
Repayment Method,วิธีการชำระหนี้,
Repayment Period In Months,ระยะเวลาชำระคืนเป็นเดือน,
Repayment Period in Months,ระยะเวลาชำระหนี้ในเดือน,
Repayment Periods,ระยะเวลาการชำระคืน,
Repayment Schedule,กำหนดชำระคืน,
Repayment Schedule Detail,รายละเอียดกำหนดการชำระเงิน,
Repayment Schedule Type,ประเภทตารางการชำระเงินคืน,
Repayment Start Date,วันที่เริ่มชำระคืน,
Repayment Type,ประเภทการชำระคืน,
Report an Issue,รายงานปัญหา,
Repossessed,ยึดคืน,
Repost Date,วันที่โพสต์ซ้ำ,
Requested,ร้องขอ,
Rescheduled,เลื่อนกำหนดใหม่,
Restructure Charges,ปรับโครงสร้างค่าธรรมเนียม,
Restructure Date,จัดโครงสร้างวันที่,
Restructure Type,ประเภทการจัดโครงสร้าง,
Restructure of Loans applicable,การปรับโครงสร้างเงินกู้ที่ใช้ได้,
Restructured,ปรับโครงสร้างใหม่,
Sales Invoice,ใบแจ้งหนี้ขาย,
Same as regular interest accounts,เหมือนกับบัญชีดอกเบี้ยปกติ,
Sanctioned,ตามทำนองคลองธรรม,
Sanctioned Amount Limit,วงเงินจำนวนที่ถูกลงโทษ,
Sanctioned Loan Amount,จำนวนเงินกู้ตามทำนองคลองธรรม,
Secured,ปลอดภัย,
Securities,หลักทรัพย์,
Security Deposit Account,บัญชีเงินประกันความปลอดภัย,
Security Deposit Adjustment,การปรับยอดเงินประกัน,
Security Type,ประเภทความปลอดภัย,
Security Value ,ค่าความปลอดภัย,
Select whether the repayment date should be the end of the current month or start of the upcoming month,เลือกว่ากำหนดวันชำระคืนควรเป็นวันสิ้นเดือนปัจจุบันหรือวันต้นเดือนถัดไป,
Semi-Secured,กึ่งปลอดภัย,
Servicer Fee,ค่าบริการ,
Session Defaults,ค่าเริ่มต้นของเซสชัน,
Settled,ปึกแผ่น,
Settlement Date,วันที่ ของ,
Shareable Type,ประเภทที่แชร์ได้,
Shareables,รายการที่แชร์ได้,
Sharing Parameter,การแชร์พารามิเตอร์,
Shortfall Amount,จำนวนเงินที่ขาด,
Shortfall Percentage,เปอร์เซ็นต์ส่วนขาดทุน,
Shortfall Time,เวลาที่สั้น,
Start Date,วันที่เริ่มต้น,
Start of the next month,ต้นเดือนถัดไป,
Status,สถานะ,
Submitted,ส่งแล้ว,
Subsidy Adjustment Account,บัญชีปรับเงินอุดหนุน,
Subsidy Adjustments,การปรับเงินอุดหนุน,
Suspense Account,บัญชีสงสัย,
Suspense Collection Account,บัญชีเงินค้างรับชั่วคราว,
Suspense Interest Income,รายได้ดอกเบี้ยค้างรับ,
System Manager,ผู้จัดการระบบ,
Tenure,ระยะเวลาการดำรงตำแหน่ง,
Tenure Post Restructure,ระยะเวลาการดำรงตำแหน่งหลังการปรับโครงสร้าง,
Term Details,รายละเอียดคำ,
The schedule type that will be used for generating the term loan schedules (will affect the payment date and monthly repayment amount),ประเภทตารางเวลาที่จะใช้สำหรับการสร้างตารางเวลาสินเชื่อระยะยาว (จะมีผลต่อวันที่ชำระเงินและจำนวนเงินผ่อนชำระรายเดือน),
Timestamp,การประทับเวลา,
Title,หัวข้อ,
To Branch,ไปยังสาขา,
To Date,ถึงวันที่,
Toggle Full Width,สลับความกว้างเต็มหน้าจอ,
Toggle Theme,สลับธีม,
Total Amount Paid,จำนวนเงินที่จ่าย,
Total Charges Paid,ยอดรวมค่าธรรมเนียมที่ชำระแล้ว,
Total Charges Payable,ยอดรวมค่าบริการที่ต้องชำระ,
Total Installments Overdue ,ยอดงวดค้างชำระทั้งหมด,
Total Installments Paid,ยอดผ่อนชำระทั้งหมด,
Total Installments Raised,ยอดผ่อนชำระทั้งหมดที่เรียกเก็บ,
Total Interest Paid,ยอดดอกเบี้ยที่ชำระทั้งหมด,
Total Interest Payable,ดอกเบี้ยรวมเจ้าหนี้,
Total Overdue Amount,ยอดค้างชำระรวม,
Total Partner Interest Share,สัดส่วนผลประโยชน์รวมของหุ้นส่วน,
Total Partner Principal Share,หุ้นส่วนหลักรวม,
Total Payable Amount,รวมจำนวนเงินที่จ่าย,
Total Payable Interest,รวมดอกเบี้ยเจ้าหนี้,
Total Payment,การชำระเงินรวม,
Total Penalty Paid,ยอดเงินค่าปรับที่ชำระแล้ว,
Total Principal Paid,เงินต้นรวมที่จ่าย,
Total Security Value,มูลค่าความปลอดภัยทั้งหมด,
Totals,รวมทั้งหมด,
Trace ID,รหัสติดตาม,
Traceback,ตรวจสอบย้อนกลับ,
Transfer Date,วันโอน,
Treatment Of Interest,การบันทึกดอกเบี้ย,
Treatment of Interest,การบันทึกดอกเบี้ย,
Type of FLDG Applicable,ประเภทของการอายัดบัญชีที่ใช้บังคับ,
Unaccrued Interest,ดอกเบี้ยค้างรับ,
Unaccrued Interest Treatment,การบันทึกดอกเบี้ยค้างรับ,
Unaccrued Interest Waiver,การยกเว้นดอกเบี้ยค้างรับ,
Unbooked Interest Paid,ดอกเบี้ยที่จ่ายยังไม่บันทึกบัญชี,
Unbooked Penalty Paid,ค่าปรับที่ยังไม่บันทึกการชำระแล้ว,
Unfreeze Date,วันที่ปลดล็อกบัญชี,
Unmark NPA,ยกเลิกการทำเครื่องหมายบัญชีที่ไม่ก่อให้เกิดรายได้ (NPA),
Unpledge,Unpledge,
Unpledge Time,ปลดเวลา,
Unpledged,Unpledged,
Unsecured,ไม่มีหลักประกัน,
Update Time,อัปเดตเวลา,
User Forum,ฟอรั่มผู้ใช้,
Utilized Limit,วงเงินที่ใช้ไปแล้ว,
Utilized Limit Amount,จำนวนวงเงินที่ใช้ไปแล้ว,
Utilized Security Value,มูลค่าความปลอดภัยที่ใช้แล้ว,
Valid From,ใช้ได้จาก,
Valid Upto,ใช้ได้ไม่เกิน,
Validate Normal Repayment,ตรวจสอบการชำระเงินปกติ,
Value Change,เปลี่ยนแปลงค่า,
Value Date,วันที่ ส่าง,
Value Type,ประเภทค่า,
View Website,ดูเว็บไซต์,
Waive Off Restructure Charges,ยกเว้นค่าปรับโครงสร้างใหม่,
Waived Amount,จำนวนที่ยกเว้น,
Waiver Account,บัญชียกเว้น,
Waiving of Charges applicable,การยกเว้นค่าธรรมเนียมที่ใช้บังคับ,
Watch Period End Date,วันที่สิ้นสุดรอบระยะเวลาตรวจสอบ,
Weekly,รายสัปดาห์,
Withhold Security Deposit,หักเงินประกัน,
Write Off Account,เขียนทันทีบัญชี,
Write Off Accounts,บัญชีตัดจำหน่าย,
Write Off Amount,ตัดเงิน,
Write Off Details,รายละเอียดการตัดบัญชี,
Write Off Recovery,การเรียกเก็บคืนยอดตัดจำหน่าย,
Write Off Recovery Account,บัญชีเรียกเก็บคืนการตัดจำหน่าย,
Write Off Settlement,การตัดยอดชำระบัญชี,
Written Off,ตัดจำหน่าย,
Written Off Amount,จำนวนที่ตัดจำหน่ายแล้ว,
